"status_id","created_at","user_id","screen_name","text","source","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","retweet_status_id","retweet_text","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords"
"x970098576398475264",2018-03-04 00:48:18,"x2155325764","alycianizer","@riversgallagh Minas x Flu e Barueri x Oz","Twitter for Android","x970098168791814144","x441154633","riversgallagh",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x441154633","riversgallagh","pt",,,,,,,,,,,,,
"x970098552251781120",2018-03-04 00:48:13,"x902540655595016192","KrisVeeVee","RT @SmithsonianMag: The aftermath of the 1918 flu pandemic led to unexpected social changes, opening up new opportunities for women and in…","Twitter for iPhone",,,,FALSE,TRUE,0,20,,,,,,,,,,,,,,"x17998609","SmithsonianMag","en",,,"x970087261739081740","The aftermath of the 1918 flu pandemic led to unexpected social changes, opening up new opportunities for women and in the process irreversibly transforming life in the United States. https://t.co/eFDFKN2O6U",,,,,,,,,
"x970098505455996928",2018-03-04 00:48:01,"x836396922785120256","QuasiMediocre","@stephcooks Holy crap! Good luck your the avian flu epidemic in your neighbourhood.","Twitter Web Client","x970097424286076928","x4239271","stephcooks",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x4239271","stephcooks","en",,,,,,,,,,,,,
"x970098496748494848",2018-03-04 00:47:59,"x727217166672515072","beatrice_rita","RT @AnaheimDucks: NEWS: Ryan Getzlaf will miss tonight’s game with the flu. https://t.co/bqh99ckjth","Twitter Lite",,,,FALSE,TRUE,0,31,,,,,,"http://pbs.twimg.com/media/DXVJC6jVMAAmmzH.jpg","https://t.co/bqh99ckjth","https://twitter.com/AnaheimDucks/status/969761615280160770/photo/1","photo","http://pbs.twimg.com/media/DXVJC6jVMAAmmzH.jpg","https://t.co/bqh99ckjth","https://twitter.com/AnaheimDucks/status/969761615280160770/photo/1",,"x19835035","AnaheimDucks","en",,,"x969761615280160770","NEWS: Ryan Getzlaf will miss tonight’s game with the flu. https://t.co/bqh99ckjth",,,,,,,,,
"x970098464553078785",2018-03-04 00:47:52,"x794663423867023361","Archangel1776v8","@garbage Shirley did the asthmatic pills help out with your flu Joy the movie","Twitter for Android","x970087769799208960","x246639380","garbage",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x246639380","garbage","en",,,,,,,,,,,,,
"x970098402762678272",2018-03-04 00:47:37,"x23112652","realtorsuzanneo","Worst of flu season finally over as illnesses decline https://t.co/XIHz32Lmib","Facebook",,,,FALSE,FALSE,0,0,,,"fb.me/XZJvCMNE","https://t.co/XIHz32Lmib","https://fb.me/XZJvCMNE",,,,,,,,,,,"en",,,,,,,,,,,,,
"x970098347745988609",2018-03-04 00:47:24,"x928934761","HealthyWrld","New Flu Reports Begin to Declinen Total Nearing 3000 - The Missourian https://t.co/nGVu8u7fAY https://t.co/lrsGFymDhS","Twitter for Mac",,,,FALSE,FALSE,0,0,,,"goo.gl/iMbQdo","https://t.co/nGVu8u7fAY","https://goo.gl/iMbQdo","http://pbs.twimg.com/media/DXZ7TlpXcAA6eIP.jpg","https://t.co/lrsGFymDhS","https://twitter.com/HealthyWrld/status/970098347745988609/photo/1","photo","http://pbs.twimg.com/media/DXZ7TlpXcAA6eIP.jpg","https://t.co/lrsGFymDhS","https://twitter.com/HealthyWrld/status/970098347745988609/photo/1",,,,"en",,,,,,,,,,,,,
"x970098310370512896",2018-03-04 00:47:15,"x21832778","stephenanson_","@utini42 @JAMNPP @ZSharf Armie May have a 24 stomach bug. The flu is upper respiratory. If he has an intestinal bug, he should be great by tomorrow.","Twitter for iPhone","x970096676785532930","x1110376784","utini42",FALSE,FALSE,1,0,,,,,,,,,,,,,,"x1110376784 55728644 427025250","utini42 JAMNPP ZSharf","en",,,,,"https://api.twitter.com/1.1/geo/id/128ae72e3854b273.json","Bethlehem","Bethlehem, PA","city","United States","US",,,"-75.4314 -75.3029926 -75.3029926 -75.4314 40.578043 40.578043 40.672508 40.672508"
"x970098202715279360",2018-03-04 00:46:49,"x80610722","brensc","RT @blakeshelton: Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone…","Twitter for Android",,,,FALSE,TRUE,0,353,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,"x970049175428706315","Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone a show and I apologize to everyone who had their Saturday night plans to spend it with me and the other Freaks on the “Country Music Freaks” Tour.",,,,,,,,,
"x970097939107336192",2018-03-04 00:45:46,"x877179832915943424","usEnergyFacts","Stomach Flu or Food Poisoning https://t.co/3x1i2w6PK1","Mobile Web (M2)",,,,FALSE,FALSE,0,0,,,"ref.gl/tO5dsEhV","https://t.co/3x1i2w6PK1","http://ref.gl/tO5dsEhV",,,,,,,,,,,"en",,,,,,,,,,,,,
"x970097929896714240",2018-03-04 00:45:44,"x1214268564","Moacord","RT @blakeshelton: Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone…","Twitter for iPhone",,,,FALSE,TRUE,0,353,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,"x970049175428706315","Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone a show and I apologize to everyone who had their Saturday night plans to spend it with me and the other Freaks on the “Country Music Freaks” Tour.",,,,,,,,,
"x970097917473251328",2018-03-04 00:45:41,"x44339519","SeattleNews360","Flu Still Widespread In Washington, Slows Nationally  https://t.co/xmhLBVQ6UP","Zapier.com",,,,FALSE,FALSE,0,0,,,"zpr.io/nxdTC","https://t.co/xmhLBVQ6UP","http://zpr.io/nxdTC",,,,,,,,,,,"en",,,,,,,,,,,,,
"x970097869893046272",2018-03-04 00:45:30,"x22689184","hnb6458","@jevanoff17 Oh I’ve had the flu all week they got it from me","Twitter for iPhone","x970095134233722880","x3023271763","jevanoff17",FALSE,FALSE,1,0,,,,,,,,,,,,,,"x3023271763","jevanoff17","en",,,,,,,,,,,,,
"x970097853904441351",2018-03-04 00:45:26,"x2826675845","dbroo2014","@DrinkBODYARMOR @Blaney @Team_Penske We’re excited about it! Our favorite drink and favorite driver, @Blaney teaming up! Body armor helped nurse the whole Brooks family back to health after all of us came down with the flu. Now we’re hooked! #bodyarmorheroes","Twitter for iPhone","x969629996103979009","x340596866","DrinkBODYARMOR",FALSE,FALSE,0,0,"bodyarmorheroes",,,,,,,,,,,,,"x340596866 239596041 50311625 239596041","DrinkBODYARMOR Blaney Team_Penske Blaney","en",,,,,,,,,,,,,
"x970097852721573888",2018-03-04 00:45:26,"x3092151579","myspecialmagic","@ShaunaJ1776 I support diverse opinions! But are you fighting the flu or strep or anything that might’ve impaired your viewing? Were you with someone fantastic?","Twitter for iPhone","x970097220501622789","x832954205430226944","ShaunaJ1776",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x832954205430226944","ShaunaJ1776","en",,,,,,,,,,,,,
"x970097810803748871",2018-03-04 00:45:16,"x56612794","CobbWeb26","@blakeshelton Feel better Blake.  He flu can knock you down so quickly.","Twitter for iPhone","x970049175428706315","x14920785","blakeshelton",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,,,,,,,,,,,
"x970097695678320641",2018-03-04 00:44:48,"x69676093","DuncanPeggy","Watch out for the Doggy Flu – it’s highly contagious and it’s in Oregon https://t.co/F1zAlYmCg9","Twitter Web Client",,,,FALSE,FALSE,0,0,,,"newslincolncounty.com/archives/198051","https://t.co/F1zAlYmCg9","http://www.newslincolncounty.com/archives/198051",,,,,,,,,,,"en",,,,,,,,,,,,,
"x970097673809354752",2018-03-04 00:44:43,"x270122443","Alzorath","@IndieGamerChick @PixelBotGames @Crithitteam I'd ask for a copy and throw up a video, but I've already got a backlog to produce since I got the flu that's been going around - so it'd probably be at least a week before I could touch it :(","Twitter Web Client","x970097230848909312","x270122443","Alzorath",FALSE,FALSE,1,0,,,,,,,,,,,,,,"x339601420 2207415432 824685854723502080","IndieGamerChick PixelBotGames Crithitteam","en",,,,,,,,,,,,,
"x970097492292403200",2018-03-04 00:44:00,"x2318775175","r_luba","When you have the flu, you definitely don’t need to be at work with those co-workers who will be at work unless they are in the hospital.  

https://t.co/2U2151Nqof

#fluseason #illness #immunity #naturalremedies https://t.co/4D7CRzvNsx","TweetDeck",,,,FALSE,FALSE,0,0,"fluseason illness immunity naturalremedies",,"bit.ly/2BZ9Klj","https://t.co/2U2151Nqof","http://bit.ly/2BZ9Klj","http://pbs.twimg.com/media/DXVYLD_U8AAozq0.jpg","https://t.co/4D7CRzvNsx","https://twitter.com/r_luba/status/970097492292403200/photo/1","photo","http://pbs.twimg.com/media/DXVYLD_U8AAozq0.jpg","https://t.co/4D7CRzvNsx","https://twitter.com/r_luba/status/970097492292403200/photo/1",,,,"en",,,,,,,,,,,,,
"x970097406158229504",2018-03-04 00:43:39,"x818161006685908993","883hdrider","@jesseflo you have the flu?","Twitter for Android","x970092252813959169","x23859629","jesseflo",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x23859629","jesseflo","en",,,,,,,,,,,,,
"x970097314105839616",2018-03-04 00:43:17,"x53122288","Ptrusty46","RT @blakeshelton: Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone…","Twitter for iPhone",,,,FALSE,TRUE,0,353,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,"x970049175428706315","Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone a show and I apologize to everyone who had their Saturday night plans to spend it with me and the other Freaks on the “Country Music Freaks” Tour.",,,,,,,,,
"x970097222363893762",2018-03-04 00:42:56,"x835934901102919681","CAFREEMAN316","Children need vaccines and flu shots more than adults while their thymus is functioning to produce T cells but when you become an adult your thymus stretches out and becomes non-functioning but your adaptive immune system has built up many antibodies to prevent sickness","Twitter Web Client",,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x970097187836317697",2018-03-04 00:42:47,"x2213503284","KeriCraven1","My kids have had the flu all week and I've been running around like a mad man trying to take care of them and disinfect the house.  Which doesn't leave me a lot of time to sit down and eat.  Got @McDonalds tonight waited 8 mins for a frappe and got a not done burger https://t.co/T7d5enjcXD","Twitter for Android",,,,FALSE,FALSE,0,0,,,,,,"http://pbs.twimg.com/media/DXZ6PNOU0AAMCwo.jpg","https://t.co/T7d5enjcXD","https://twitter.com/KeriCraven1/status/970097187836317697/photo/1","photo","http://pbs.twimg.com/media/DXZ6PNOU0AAMCwo.jpg","https://t.co/T7d5enjcXD","https://twitter.com/KeriCraven1/status/970097187836317697/photo/1",,"x71026122","McDonalds","en",,,,,,,,,,,,,
"x970097123768254464",2018-03-04 00:42:32,"x337887509","AlzGrandaughter","RT @blakeshelton: Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone…","Twitter for Android",,,,FALSE,TRUE,0,353,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,"x970049175428706315","Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone a show and I apologize to everyone who had their Saturday night plans to spend it with me and the other Freaks on the “Country Music Freaks” Tour.",,,,,,,,,
"x970097122967252992",2018-03-04 00:42:32,"x362851413","MYENDLESSPATH","RT @NVICLoeDown: CDC Advisory Committee Flip Flops on FluMist https://t.co/1XmjsD9x3L","Twitter Web Client",,,,FALSE,TRUE,0,3,,,"ow.ly/kQsA30iEXC2","https://t.co/1XmjsD9x3L","http://ow.ly/kQsA30iEXC2",,,,,,,,,"x80857088","NVICLoeDown","en",,,"x970048755364921345","CDC Advisory Committee Flip Flops on FluMist https://t.co/1XmjsD9x3L",,,,,,,,,
"x970097106710089729",2018-03-04 00:42:28,"x1328202180","KatsuoGallardo","RT @RapSheet: This is not good. The flu is going around the Combine and #OSU DL Tyquan Lewis is among those who have it. He may not be able…","Twitter for iPhone",,,,FALSE,TRUE,0,409,"OSU",,,,,,,,,,,,,"x16403943","RapSheet","en",,,"x969772281164632064","This is not good. The flu is going around the Combine and #OSU DL Tyquan Lewis is among those who have it. He may not be able to participate in drills.",,,,,,,,,
"x970097034270097408",2018-03-04 00:42:11,"x1959639493","Im_Spiffy","Wine bags caused the old pullman flu, now it’s juuls","Twitter for iPhone",,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x970096788865716226",2018-03-04 00:41:12,"x4891838002","livehealingly","RT @CarolinAramburo: Ten #herbs that will annihilate #cold and #flu viruses naturally- https://t.co/BHAItezYpB","RoundTeam",,,,FALSE,TRUE,0,1,"herbs cold flu",,"ow.ly/sP2n30iGQVF","https://t.co/BHAItezYpB","http://ow.ly/sP2n30iGQVF",,,,,,,,,"x200230533","CarolinAramburo","en",,,"x970096512444305408","Ten #herbs that will annihilate #cold and #flu viruses naturally- https://t.co/BHAItezYpB",,,,,,,,,
"x970096699388649473",2018-03-04 00:40:51,"x34622602","bethwicker","RT @SmithsonianMag: The aftermath of the 1918 flu pandemic led to unexpected social changes, opening up new opportunities for women and in…","Twitter for iPad",,,,FALSE,TRUE,0,20,,,,,,,,,,,,,,"x17998609","SmithsonianMag","en",,,"x970087261739081740","The aftermath of the 1918 flu pandemic led to unexpected social changes, opening up new opportunities for women and in the process irreversibly transforming life in the United States. https://t.co/eFDFKN2O6U",,,,,,,,,
"x970096609550831616",2018-03-04 00:40:29,"x915972744801644544","LewdestSmuggler","RT @cumartist: With all the flu's this year I decided to become a doctor! Open up and say ahhhhh https://t.co/pFbxkEcsP5","Twitter for Android",,,,FALSE,TRUE,0,124,,,,,,"http://pbs.twimg.com/ext_tw_video_thumb/969947348473405441/pu/img/zx3LMGIhlRBab0qZ.jpg","https://t.co/pFbxkEcsP5","https://twitter.com/cumartist/status/969948532231852032/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/969947348473405441/pu/img/zx3LMGIhlRBab0qZ.jpg","https://t.co/pFbxkEcsP5","https://twitter.com/cumartist/status/969948532231852032/video/1",,"x3205692447","cumartist","en",,,"x969948532231852032","With all the flu's this year I decided to become a doctor! Open up and say ahhhhh https://t.co/pFbxkEcsP5",,,,,,,,,
"x970096564420206592",2018-03-04 00:40:19,"x95915306","mamw40","@blakeshelton Just read how sick you are... you need to take care of yourself.. the flu is nothing to take lightly...get well soon...","Twitter for Android","x970049175428706315","x14920785","blakeshelton",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,,,,,,,,,,,
"x970096561882587136",2018-03-04 00:40:18,"x24241319","cono127","RT @blakeshelton: Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone…","Twitter for iPhone",,,,FALSE,TRUE,0,353,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,"x970049175428706315","Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone a show and I apologize to everyone who had their Saturday night plans to spend it with me and the other Freaks on the “Country Music Freaks” Tour.",,,,,,,,,
"x970096512444305408",2018-03-04 00:40:06,"x200230533","CarolinAramburo","Ten #herbs that will annihilate #cold and #flu viruses naturally- https://t.co/BHAItezYpB","Hootsuite",,,,FALSE,FALSE,0,1,"herbs cold flu",,"ow.ly/sP2n30iGQVF","https://t.co/BHAItezYpB","http://ow.ly/sP2n30iGQVF",,,,,,,,,,,"en",,,,,,,,,,,,,
"x970096469087784972",2018-03-04 00:39:56,"x14323769","stevepohlit","https://t.co/1QRLU7mBlg  Natural remedy for Flu, colds and more (read the full article before using) https://t.co/iQXPW2SH0u","SocialOomph",,,,FALSE,FALSE,0,0,,,"bit.ly/2BiTDi7","https://t.co/1QRLU7mBlg","http://bit.ly/2BiTDi7","http://pbs.twimg.com/media/DXZ5mOGWkAAOO8C.jpg","https://t.co/iQXPW2SH0u","https://twitter.com/stevepohlit/status/970096469087784972/photo/1","photo","http://pbs.twimg.com/media/DXZ5mOGWkAAOO8C.jpg","https://t.co/iQXPW2SH0u","https://twitter.com/stevepohlit/status/970096469087784972/photo/1",,,,"en",,,,,,,,,,,,,
"x970096462842466304",2018-03-04 00:39:54,"x23094103","Duanebase","i just realized i spelled there wrong. forgive me, i have the flu and am on the drugs","TweetDeck","x970094287873601536","x23094103","Duanebase",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x970096421109026817",2018-03-04 00:39:44,"x474339811","torres_jasper","RT @blakeshelton: Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone…","Twitter for Android",,,,FALSE,TRUE,0,353,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,"x970049175428706315","Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone a show and I apologize to everyone who had their Saturday night plans to spend it with me and the other Freaks on the “Country Music Freaks” Tour.",,,,,,,,,
"x970096404776521729",2018-03-04 00:39:41,"x38162667","DebraRac","RT @blakeshelton: Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone…","Twitter for iPad",,,,FALSE,TRUE,0,353,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,"x970049175428706315","Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone a show and I apologize to everyone who had their Saturday night plans to spend it with me and the other Freaks on the “Country Music Freaks” Tour.",,,,,,,,,
"x970096391392407552",2018-03-04 00:39:37,"x808749847","TL_Kate","RT @SmithsonianMag: The aftermath of the 1918 flu pandemic led to unexpected social changes, opening up new opportunities for women and in…","Twitter for iPhone",,,,FALSE,TRUE,0,20,,,,,,,,,,,,,,"x17998609","SmithsonianMag","en",,,"x970087261739081740","The aftermath of the 1918 flu pandemic led to unexpected social changes, opening up new opportunities for women and in the process irreversibly transforming life in the United States. https://t.co/eFDFKN2O6U",,,,,,,,,
"x970096368953020416",2018-03-04 00:39:32,"x761328485222658048","BonnieD87703006","RT @NBCNews: FLU SEASON IS NOT OVER YET: Three states had minimal influenza activity, but illnesses are still widespread across much of the…","Twitter for Android",,,,FALSE,TRUE,0,66,,,,,,,,,,,,,,"x14173315","NBCNews","en",,,"x969770735450443776","FLU SEASON IS NOT OVER YET: Three states had minimal influenza activity, but illnesses are still widespread across much of the country. 

Read more: https://t.co/xP2StZwpl1 https://t.co/ockVU4SGlc",,,,,,,,,
"x970096361675911168",2018-03-04 00:39:30,"x760477613869690881","JohnsHopkinsEHE","RT @JohnsHopkinsSPH: “We’re always setting ourselves up for vaccine mismatch and failures and the like because of the lead time in how long…","Twitter for Android",,,,FALSE,TRUE,0,5,,,,,,,,,,,,,,"x22019881","JohnsHopkinsSPH","en",,,"x969999861620920320","“We’re always setting ourselves up for vaccine mismatch and failures and the like because of the lead time in how long it takes the vaccines to be made.” – @JHSPH_CHS's @AmeshAA https://t.co/gmVwzJvOxT",,,,,,,,,
"x970096329086132224",2018-03-04 00:39:23,"x959618917038743552","MeretriciousPro","RT @psychwriter1515: @BethLynch2020 No acknowledgement for how much ACA PREMIUMs have risen or how rising deductibles mean everything still…","Twitter for Android",,,,FALSE,TRUE,0,2,,,,,,,,,,,,,,"x723562888338657280 829715365223682048","psychwriter1515 BethLynch2020","en",,,"x970085545178120192","@BethLynch2020 No acknowledgement for how much ACA PREMIUMs have risen or how rising deductibles mean everything still out of pocket except 1 preventive health exam/yr, pap smears, flu shots. INJURED OR SICK? Pay thousands until deductible, then large % after. Insurance that isn't insurance.",,,,,,,,,
"x970096235985203210",2018-03-04 00:39:00,"x835934901102919681","CAFREEMAN316","The adaptive immune system remembers what antigens and pathogens came into your body and saves antibodies up to 10 years to fight that sickness again that's why you only need one vaccine or flu shot which is called a artificial immune response","Twitter Web Client",,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x970096151654486016",2018-03-04 00:38:40,"x436073766","mlr0711","RT @blakeshelton: Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone…","Twitter for iPhone",,,,FALSE,TRUE,0,353,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,"x970049175428706315","Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone a show and I apologize to everyone who had their Saturday night plans to spend it with me and the other Freaks on the “Country Music Freaks” Tour.",,,,,,,,,
"x970096133354778624",2018-03-04 00:38:36,"x4391033241","longfellow381","@blakeshelton Sorry to hear you are ill. The flu can be deadly so please take care of yourself and hope your well soon.","Twitter for Android","x970049175428706315","x14920785","blakeshelton",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,,,,,,,,,,,
"x970096094024818688",2018-03-04 00:38:26,"x447529827","mrsmelandro","RT @SmithsonianMag: The aftermath of the 1918 flu pandemic led to unexpected social changes, opening up new opportunities for women and in…","Twitter for iPhone",,,,FALSE,TRUE,0,20,,,,,,,,,,,,,,"x17998609","SmithsonianMag","en",,,"x970087261739081740","The aftermath of the 1918 flu pandemic led to unexpected social changes, opening up new opportunities for women and in the process irreversibly transforming life in the United States. https://t.co/eFDFKN2O6U",,,,,,,,,
"x970095911312424965",2018-03-04 00:37:43,"x140193276","jamestrembling","The first time I get the flu shot in years- I get the flu. This is garbage.","Twitter for Android",,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,"https://api.twitter.com/1.1/geo/id/00d1c94455339375.json","Greece","Greece, NY","city","United States","US",,,"-77.761369 -77.615702 -77.615702 -77.761369 43.178823 43.178823 43.32408 43.32408"
"x970095894644305920",2018-03-04 00:37:39,"x21832778","stephenanson_","@armiehammer @EChambers It is not the flu unless you have respiratory symptoms. If this is what I had, Armie you’ll be as good as new tomorrow!","Twitter for iPhone","x970064318220947457","x200889851","armiehammer",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x200889851 19245580","armiehammer EChambers","en",,,,,"https://api.twitter.com/1.1/geo/id/128ae72e3854b273.json","Bethlehem","Bethlehem, PA","city","United States","US",,,"-75.4314 -75.3029926 -75.3029926 -75.4314 40.578043 40.578043 40.672508 40.672508"
"x970095813748772864",2018-03-04 00:37:20,"x1241535284","moss_and_milk","So my not-quite-the-flu but still-a-virus has reached the seventh day, and morphed into a classic sinus infection. My antibiotics are literal horse pills and my bitch ass has to cut them into fourths.","Twitter for iPhone",,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x970095800083730433",2018-03-04 00:37:16,"x796788570610630656","meatsupreme23","RT @jpenningway: Even w/the Jordan Flu Games , You Not Sick as Me <f0><U+009F><U+0098><U+00B7><f0><U+009F><U+00A4><U+00A7><f0><U+009F><U+00A4><U+0092><f0><U+009F><U+0091><U+00BF> https://t.co/JeqVJci1W7","Twitter for Android",,,,FALSE,TRUE,0,103,,,,,,"http://pbs.twimg.com/ext_tw_video_thumb/968986641082695681/pu/img/JQLOaNyuByKPoFSr.jpg","https://t.co/JeqVJci1W7","https://twitter.com/jpenningway/status/968986880103665664/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/968986641082695681/pu/img/JQLOaNyuByKPoFSr.jpg","https://t.co/JeqVJci1W7","https://twitter.com/jpenningway/status/968986880103665664/video/1",,"x954204375018242048","jpenningway","en",,,"x968986880103665664","Even w/the Jordan Flu Games , You Not Sick as Me <f0><U+009F><U+0098><U+00B7><f0><U+009F><U+00A4><U+00A7><f0><U+009F><U+00A4><U+0092><f0><U+009F><U+0091><U+00BF> https://t.co/JeqVJci1W7",,,,,,,,,
"x970095718403858432",2018-03-04 00:36:57,"x825793697073725440","bislave79","RT @cumartist: With all the flu's this year I decided to become a doctor! Open up and say ahhhhh https://t.co/pFbxkEcsP5","Twitter for Android",,,,FALSE,TRUE,0,124,,,,,,"http://pbs.twimg.com/ext_tw_video_thumb/969947348473405441/pu/img/zx3LMGIhlRBab0qZ.jpg","https://t.co/pFbxkEcsP5","https://twitter.com/cumartist/status/969948532231852032/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/969947348473405441/pu/img/zx3LMGIhlRBab0qZ.jpg","https://t.co/pFbxkEcsP5","https://twitter.com/cumartist/status/969948532231852032/video/1",,"x3205692447","cumartist","en",,,"x969948532231852032","With all the flu's this year I decided to become a doctor! Open up and say ahhhhh https://t.co/pFbxkEcsP5",,,,,,,,,
"x970095683708555264",2018-03-04 00:36:49,"x3995641280","nalley76117","RT @blakeshelton: Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone…","Twitter for iPhone",,,,FALSE,TRUE,0,353,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,"x970049175428706315","Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone a show and I apologize to everyone who had their Saturday night plans to spend it with me and the other Freaks on the “Country Music Freaks” Tour.",,,,,,,,,
"x970095578985189381",2018-03-04 00:36:24,"x960797042581868544","Amennaanka","RT @DrPanMD: ""'From one flu mom to another,' Hendricks wrote to Heather Murray that day. 'I, too, lost my babygirl to #flu.'""... https://t.…","Twitter Web Client",,,,FALSE,TRUE,0,3,"flu",,,,,,,,,,,,,"x246961837","DrPanMD","en",,,"x970093988991549440","""'From one flu mom to another,' Hendricks wrote to Heather Murray that day. 'I, too, lost my babygirl to #flu.'""... https://t.co/P4uB8tLQGn",,,,,,,,,
"x970095533728714752",2018-03-04 00:36:13,"x4700114665","AnastasiaSMihai","RT @fischman_david: How did the 1918 flu pandemic help women? https://t.co/IlEQbi31aO @DrMarthaGulati @CardioIAN @rahatheart1 @AnastasiaSMi…","Twitter Web Client",,,,FALSE,TRUE,0,5,,,"smithsonianmag.com/history/how-19…","https://t.co/IlEQbi31aO","https://www.smithsonianmag.com/history/how-1918-flu-pandemic-helped-advance-womens-rights-180968311/",,,,,,,,,"x915574471 429851351 819194489801674753 4856978189","fischman_david DrMarthaGulati CardioIAN rahatheart1","en",,,"x970014645582008320","How did the 1918 flu pandemic help women? https://t.co/IlEQbi31aO @DrMarthaGulati @CardioIAN @rahatheart1 @AnastasiaSMihai @DrSheilaSahni #WomensHistoryMonth",,,,,,,,,
"x970095523070971906",2018-03-04 00:36:10,"x1274070692","mac9153","RT @blakeshelton: Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone…","Twitter for Android",,,,FALSE,TRUE,0,353,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,"x970049175428706315","Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone a show and I apologize to everyone who had their Saturday night plans to spend it with me and the other Freaks on the “Country Music Freaks” Tour.",,,,,,,,,
"x970095514132910086",2018-03-04 00:36:08,"x332583591","khalvorson1973","RT @khalvorson1973: These are some of the benefits for our greens Helps decrease the acidity in our bodies while also providing 8+ servings…","Twitter for iPhone",,,,FALSE,TRUE,0,1,,,,,,,,,,,,,,"x332583591","khalvorson1973","en",,,"x970002169419223040","These are some of the benefits for our greens Helps decrease the acidity in our bodies while also providing 8+ servings of fruits and veggies from over 38 super foods More elastic youthful skin Deeper more restful sleep Abundant physical energy  Fewer cold headaches &amp; flu viruses",,,,,,,,,
"x970095473372614656",2018-03-04 00:35:59,"x27104108","adrianrodriguez","Bed ridden for a week straight. Flu and then bronchitis. Finally get a day of rest. Netflix and… https://t.co/hCaHWovcEC","Instagram",,,,FALSE,FALSE,0,0,,,"instagram.com/p/Bf4aM8kj6XO/","https://t.co/hCaHWovcEC","https://www.instagram.com/p/Bf4aM8kj6XO/",,,,,,,,,,,"en",,,,,,,,,,,,,
